Atualizado - Ability | 1 - Stench - Fedor
Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 2 - Base Stat: 77 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 4 - Base Stat: 97 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 6 - Base Stat: 108 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 596 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 596 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 596 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 596 - Shape ID: 14

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 595 - Pokemon Id To: 596 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 597 - Ferroseed

Cadastrado - Pokemon Type | Pokemon ID: 597 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 597 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 597 - Ability Id: 160

Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 1 - Base Stat: 44 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 3 - Base Stat: 91 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 4 - Base Stat: 24 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 5 - Base Stat: 86 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 597 - Stat ID: 6 - Base Stat: 10 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 597 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 597 - Egg Group ID: 7
Cadastrado - Pokemon Egg Groups | Pokemon ID: 597 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 597 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 597 - Shape ID: 1

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 597 - Pokemon Id To: 598 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 598 - Ferrothorn

Cadastrado - Pokemon Type | Pokemon ID: 598 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 598 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 598 - Ability Id: 160
Cadastrado - Pokemon Ability | Pokemon ID: 598 - Ability Id: 107

Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 1 - Base Stat: 74 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 2 - Base Stat: 94 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 3 - Base Stat: 131 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 4 - Base Stat: 54 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 5 - Base Stat: 116 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 598 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 598 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 598 - Egg Group ID: 7
Cadastrado - Pokemon Egg Groups | Pokemon ID: 598 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 598 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 598 - Shape ID: 10

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 597 - Pokemon Id To: 598 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 599 - Klink

Cadastrado - Pokemon Type | Pokemon ID: 599 - Type ID: 9 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 599 - Ability Id: 57
Cadastrado - Pokemon Ability | Pokemon ID: 599 - Ability Id: 58
Cadastrado - Pokemon Ability | Pokemon ID: 599 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 3 - Base Stat: 70 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 599 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 599 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 599 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 599 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 599 - Shape ID: 11

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 599 - Pokemon Id To: 600 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 600 - Pokemon Id To: 601 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 600 - Klang

Cadastrado - Pokemon Type | Pokemon ID: 600 - Type ID: 9 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 600 - Ability Id: 57
Cadastrado - Pokemon Ability | Pokemon ID: 600 - Ability Id: 58
Cadastrado - Pokemon Ability | Pokemon ID: 600 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 3 - Base Stat: 95 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 4 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 600 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 600 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 600 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 600 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 600 - Shape ID: 11

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 599 - Pokemon Id To: 600 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 600 - Pokemon Id To: 601 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 601 - Klinklang

Cadastrado - Pokemon Type | Pokemon ID: 601 - Type ID: 9 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 601 - Ability Id: 57
Cadastrado - Pokemon Ability | Pokemon ID: 601 - Ability Id: 58
Cadastrado - Pokemon Ability | Pokemon ID: 601 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 3 - Base Stat: 115 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 4 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 601 - Stat ID: 6 - Base Stat: 90 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 601 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 601 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 601 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 601 - Shape ID: 11

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 599 - Pokemon Id To: 600 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 600 - Pokemon Id To: 601 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 602 - Tynamo

Cadastrado - Pokemon Type | Pokemon ID: 602 - Type ID: 13 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 602 - Ability Id: 26

Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 602 - Stat ID: 6 - Base Stat: 60 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 602 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 602 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 602 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 602 - Shape ID: 3

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 602 - Pokemon Id To: 603 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 603 - Pokemon Id To: 604 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 603 - Eelektrik

Cadastrado - Pokemon Type | Pokemon ID: 603 - Type ID: 13 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 603 - Ability Id: 26

Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 2 - Base Stat: 85 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 4 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 603 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 603 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 603 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 603 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 603 - Shape ID: 3

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 602 - Pokemon Id To: 603 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 603 - Pokemon Id To: 604 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 604 - Eelektross

Cadastrado - Pokemon Type | Pokemon ID: 604 - Type ID: 13 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 604 - Ability Id: 26

Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 1 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 2 - Base Stat: 115 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 4 - Base Stat: 105 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 604 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 604 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 604 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 604 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 604 - Shape ID: 3

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 602 - Pokemon Id To: 603 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 603 - Pokemon Id To: 604 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 605 - Elgyem

Cadastrado - Pokemon Type | Pokemon ID: 605 - Type ID: 14 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 605 - Ability Id: 140
Cadastrado - Pokemon Ability | Pokemon ID: 605 - Ability Id: 28
Cadastrado - Pokemon Ability | Pokemon ID: 605 - Ability Id: 148

Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 4 - Base Stat: 85 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 605 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 605 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 605 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 605 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 605 - Shape ID: 6

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 605 - Pokemon Id To: 606 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 606 - Beheeyem

Cadastrado - Pokemon Type | Pokemon ID: 606 - Type ID: 14 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 606 - Ability Id: 140
Cadastrado - Pokemon Ability | Pokemon ID: 606 - Ability Id: 28
Cadastrado - Pokemon Ability | Pokemon ID: 606 - Ability Id: 148

Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 3 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 4 - Base Stat: 125 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 5 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 606 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 606 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 606 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 606 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 606 - Shape ID: 12

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 605 - Pokemon Id To: 606 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 607 - Litwick

Cadastrado - Pokemon Type | Pokemon ID: 607 - Type ID: 8 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 607 - Type ID: 10 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 607 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 607 - Ability Id: 49
Cadastrado - Pokemon Ability | Pokemon ID: 607 - Ability Id: 151

Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 2 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 4 - Base Stat: 65 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 607 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 607 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 607 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 607 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 607 - Shape ID: 5

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 607 - Pokemon Id To: 608 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 608 - Pokemon Id To: 609 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 608 - Lampent

Cadastrado - Pokemon Type | Pokemon ID: 608 - Type ID: 8 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 608 - Type ID: 10 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 608 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 608 - Ability Id: 49
Cadastrado - Pokemon Ability | Pokemon ID: 608 - Ability Id: 151

Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 4 - Base Stat: 95 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 608 - Stat ID: 6 - Base Stat: 55 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 608 - Color ID: 1

Cadastrado - Pokemon Egg Groups | Pokemon ID: 608 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 608 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 608 - Shape ID: 4

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 607 - Pokemon Id To: 608 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 608 - Pokemon Id To: 609 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 609 - Chandelure

Cadastrado - Pokemon Type | Pokemon ID: 609 - Type ID: 8 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 609 - Type ID: 10 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 609 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 609 - Ability Id: 49
Cadastrado - Pokemon Ability | Pokemon ID: 609 - Ability Id: 151

Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 3 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 4 - Base Stat: 145 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 5 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 609 - Stat ID: 6 - Base Stat: 80 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 609 - Color ID: 1

Cadastrado - Pokemon Egg Groups | Pokemon ID: 609 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 609 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 609 - Shape ID: 4

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 607 - Pokemon Id To: 608 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 608 - Pokemon Id To: 609 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 610 - Axew

Cadastrado - Pokemon Type | Pokemon ID: 610 - Type ID: 16 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 610 - Ability Id: 79
Cadastrado - Pokemon Ability | Pokemon ID: 610 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 610 - Ability Id: 127

Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 1 - Base Stat: 46 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 2 - Base Stat: 87 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 4 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 610 - Stat ID: 6 - Base Stat: 57 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 610 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 610 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 610 - Egg Group ID: 14

Cadastrado - Pokemon Generation | Pokemon ID: 610 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 610 - Shape ID: 6

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 610 - Pokemon Id To: 611 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 611 - Pokemon Id To: 612 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 611 - Fraxure

Cadastrado - Pokemon Type | Pokemon ID: 611 - Type ID: 16 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 611 - Ability Id: 79
Cadastrado - Pokemon Ability | Pokemon ID: 611 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 611 - Ability Id: 127

Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 1 - Base Stat: 66 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 2 - Base Stat: 117 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 611 - Stat ID: 6 - Base Stat: 67 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 611 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 611 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 611 - Egg Group ID: 14

Cadastrado - Pokemon Generation | Pokemon ID: 611 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 611 - Shape ID: 6

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 610 - Pokemon Id To: 611 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 611 - Pokemon Id To: 612 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 612 - Haxorus

Cadastrado - Pokemon Type | Pokemon ID: 612 - Type ID: 16 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 612 - Ability Id: 79
Cadastrado - Pokemon Ability | Pokemon ID: 612 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 612 - Ability Id: 127

Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 1 - Base Stat: 76 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 2 - Base Stat: 147 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 3 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 612 - Stat ID: 6 - Base Stat: 97 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 612 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 612 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 612 - Egg Group ID: 14

Cadastrado - Pokemon Generation | Pokemon ID: 612 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 612 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 610 - Pokemon Id To: 611 - Pokemon Evolution: 1
